q,rvnm,stcd,stnm,tm,wptn,z
8740,洞庭湖湖口,61512000,七里山,1785553200000,6,26.820
8730,洞庭湖湖口,61512000,七里山,1785589200000,4,26.780
8730,洞庭湖湖口,61512000,七里山,1785639600000,4,26.750
8730,洞庭湖湖口,61512000,七里山,1785675600000,4,26.740
8720,洞庭湖湖口,61512000,七里山,1785726000000,6,26.730
8720,洞庭湖湖口,61512000,七里山,1785765600000,4,26.730
7380,洞庭湖湖口,61512000,七里山,1785808800000,6,26.730
7380,洞庭湖湖口,61512000,七里山,1785852000000,5,26.750
7390,洞庭湖湖口,61512000,七里山,1785895200000,5,26.780
7390,洞庭湖湖口,61512000,七里山,1785938400000,5,26.820
7400,洞庭湖湖口,61512000,七里山,1785981600000,4,26.860
7410,洞庭湖湖口,61512000,七里山,1786024800000,4,26.910
7800,洞庭湖湖口,61512000,七里山,1786068000000,5,27.020
7800,洞庭湖湖口,61512000,七里山,1786107600000,6,27.050
